# time, x_vel, y_vel, z_vel, x_pos_tr, y_pos_tr, z_pos_tr, throttle, steering angle
3.155425075441598892e+00, -2.228945419346928247e-07, -5.631939643535588402e-07, -1.464599608880234882e-05, 1.220703125000000000e-04, 7.905950769782066345e-04, -3.768692666199058294e-03, 1.000000000000000000e+00, -1.027923531554233705e+01
3.205425076186656952e+00, -2.660151778854924487e-07, -7.385408480331534520e-07, -1.903216616483405232e-05, 1.239776611328125000e-04, 7.909387350082397461e-04, -3.769417235162109137e-03, 1.000000000000000000e+00, -1.027943975945163402e+01
3.255425076931715012e+00, -2.237694332052342361e-07, -7.891993618613923900e-07, -1.998568222916219383e-05, 1.239776611328125000e-04, 7.909387350082397461e-04, -3.769417235162109137e-03, 1.000000000000000000e+00, -1.027925826332807446e+01
3.305425077676773071e+00, -2.176625741867610486e-07, -7.612752028762770351e-07, -1.834563590819016099e-05, 1.239776611328125000e-04, 7.914714515209197998e-04, -3.770600014831870794e-03, 1.000000000000000000e+00, -1.027924783251637564e+01
3.355425078421831131e+00, -1.830287885695724981e-07, -6.617621579607657623e-07, -1.592370608705095947e-05, 1.239776611328125000e-04, 7.914714515209197998e-04, -3.770600014831870794e-03, 1.000000000000000000e+00, -1.027925617716573470e+01
3.405425079166889191e+00, -1.300673204696067842e-07, -5.869239316780294757e-07, -1.357805922452826053e-05, 1.239776611328125000e-04, 7.914714515209197998e-04, -3.770600014831870794e-03, 1.000000000000000000e+00, -1.027925617716573470e+01
3.455425079911947250e+00, -1.137509357818089484e-07, -4.803134174835577141e-07, -1.130869259213795885e-05, 1.239776611328125000e-04, 7.921205833554267883e-04, -3.771896881517022848e-03, 1.000000000000000000e+00, -1.027924470327286599e+01
3.505425080657005310e+00, -2.001136039098128094e-07, -3.823938641289714724e-07, -9.001184480439405888e-06, 1.239776611328125000e-04, 7.921205833554267883e-04, -3.771896881517022848e-03, 1.000000000000000000e+00, -1.027925513408456482e+01
3.555425081402063370e+00, -4.122124508398883336e-08, -1.108652014636390959e-07, -2.822405576807796024e-06, 1.239776611328125000e-04, 7.921205833554267883e-04, -3.771896881517022848e-03, 1.000000000000000000e+00, -1.027925513408456482e+01
3.605425082147121429e+00, -2.603503190812261892e-08, -1.507492441987778875e-07, -3.451725660852389410e-06, 1.239776611328125000e-04, 7.921205833554267883e-04, -3.771896881517022848e-03, 1.000000000000000000e+00, -1.027925513408456482e+01
3.655425082892179489e+00, -9.997942385098212981e-08, -1.877283040130350855e-07, -3.985694092989433557e-06, 1.239776611328125000e-04, 7.921205833554267883e-04, -3.771896881517022848e-03, 1.000000000000000000e+00, -1.027925513408456482e+01
3.705425083637237549e+00, -8.296287035136629129e-08, -1.596905150336169754e-07, -2.822405576807796024e-06, 1.239776611328125000e-04, 7.921205833554267883e-04, -3.771896881517022848e-03, 1.000000000000000000e+00, -1.027925513408456482e+01
3.755425084382295609e+00, -5.997021190751183894e-08, -1.346478342156842700e-07, -3.146600647596642375e-06, 1.239776611328125000e-04, 7.921205833554267883e-04, -3.771896881517022848e-03, 1.000000000000000000e+00, -1.027925513408456482e+01
3.805425085127353668e+00, 3.235163470449720080e-09, -1.188815019759204006e-07, -2.822405576807796024e-06, 1.239776611328125000e-04, 7.921205833554267883e-04, -3.771896881517022848e-03, 1.000000000000000000e+00, -1.027925513408456482e+01
3.855425085872411728e+00, -1.111197911463079890e-09, -9.656686472681030864e-08, -2.536350848458823748e-06, 1.239776611328125000e-04, 7.921205833554267883e-04, -3.771896881517022848e-03, 1.000000000000000000e+00, -1.027925513408456482e+01
3.905425086617469788e+00, -3.724817432271265716e-08, -8.529316630756511586e-08, -2.212155550296301953e-06, 1.239776611328125000e-04, 7.926160469651222229e-04, -3.772965108510106802e-03, 1.000000000000000000e+00, -1.027924678943520576e+01
3.955425087362527847e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.239776611328125000e-04, 7.926160469651222229e-04, -3.772965108510106802e-03, 1.000000000000000000e+00, -1.027925409100339493e+01
4.005425088107585907e+00, -1.540660887258127332e-04, -1.013927394524216652e-03, 1.238591556409405707e-19, 1.258850097656250000e-04, 7.786545902490615845e-04, -3.771553689148277044e-03, 1.000000000000000000e+00, -1.027732021851443278e+01
4.055425088852643967e+00, -7.924697548151016235e-02, -5.032007098197937012e-01, 6.102497991378186271e-06, -1.976013183593750000e-03, -1.633213181048631668e-02, -4.130973888095468283e-03, 1.000000000000000000e+00, -9.648903450744683141e+00
4.105425089597702026e+00, -1.558119356632232666e-01, -9.891728758811950684e-01, 9.497012797510251403e-06, -6.952285766601562500e-03, -5.821113474667072296e-02, -4.759407078381627798e-03, 1.000000000000000000e+00, -8.708457295653943220e+00
4.155425090342760086e+00, -2.233409285545349121e-01, -1.462000131607055664e+00, 6.598326763196382672e-06, -1.454353332519531250e-02, -1.240397598594427109e-01, -5.461158638354390860e-03, 1.000000000000000000e+00, -7.865532971460197587e+00
4.205425091087818146e+00, -2.799095213413238525e-01, -1.922849059104919434e+00, -3.432655262258776929e-07, -2.445030212402343750e-02, -2.131251152604818344e-01, -6.128653825726360083e-03, 1.000000000000000000e+00, -7.205372114447413878e+00
4.255425091832876205e+00, -3.325015306472778320e-01, -2.371339321136474609e+00, -8.867693395586684346e-06, -3.658676147460937500e-02, -3.248120155185461044e-01, -6.708602362778037786e-03, 1.000000000000000000e+00, -6.676583158456651290e+00
4.305425092577934265e+00, -3.861808776855468750e-01, -2.807473421096801758e+00, -1.464599608880234882e-05, -5.104255676269531250e-02, -4.584690537303686142e-01, -7.181357999797910452e-03, 1.000000000000000000e+00, -6.205268496466999295e+00
4.355425093322992325e+00, -4.427219927310943604e-01, -3.231720447540283203e+00, -1.836470619309693575e-05, -6.799507141113281250e-02, -6.134978141635656357e-01, -7.546423410531133413e-03, 1.000000000000000000e+00, -5.771703985096564793e+00
4.405425094068050385e+00, -5.017327666282653809e-01, -3.644829034805297852e+00, -1.908937701955437660e-05, -8.761978149414062500e-02, -7.893402185291051865e-01, -7.813681324478238821e-03, 1.000000000000000000e+00, -5.381589019857585754e+00
4.455425094813108444e+00, -5.633089542388916016e-01, -4.047442913055419922e+00, -1.689629243628587574e-05, -1.100978851318359375e-01, -9.854724612087011337e-01, -7.997549546416848898e-03, 1.000000000000000000e+00, -3.765900618659316024e+01
4.505425095558166504e+00, -6.282185316085815430e-01, -4.440078258514404297e+00, -1.403574606229085475e-05, -1.356334686279296875e-01, -1.201398095116019249e+00, -8.113478717859834433e-03, 1.000000000000000000e+00, -8.997875812455390587e+00
